selected_ev,distance_km,electricity_price_per_kwh,ice_eff_l_per_100km,petrol_price_per_l,ev_trip_cost,ice_trip_cost,savings_ice_minus_ev,ev_co2_kg,ice_co2_kg,co2_saved_kg,state_elec,state_petrol,notes
BMW 5 Series i5 eDrive40,500.0,0.1,8.46,1.92,7.5,81.22,73.72,52.5,97.71,45.21,NT,ACT,
GWM Ora Extended Range,200.0,0.374,0.5,189.74,11.22,189.74,178.52,21.0,2.31,-18.69,SA,NSW,ICE fetch failed; manual entry path simulated
Ford Mach-E Premium 4P RWD,400.0,0.6,10.9,89.99,36.0,3923.56,3887.56,42.0,100.72,58.72,VIC,WA,
"Cupra Born 77kWh 4 seat (19 Alloys)""",250.0,0.6,7.53,1.97,22.5,37.09,14.59,26.25,43.49,17.24,VIC,NT,
Volvo XC40 Recharge Twin,300.0,0.414,9.08,1.8,18.63,49.03,30.4,31.5,62.92,31.42,SA,NT,
BYD SEAL PERFORMANCE,400.0,0.312,9.08,2.24,18.72,81.36,62.64,42.0,83.9,41.9,NSW,QLD,
BMW 7 Series i7 M70 xDrive,300.0,0.1,8.86,1.9,4.5,50.5,46.0,31.5,61.4,29.9,NT,NSW,
Audi Q8 Q8 e-tron quattro Sportback,150.0,0.23,9.39,1.94,5.17,27.32,22.15,15.75,32.54,16.79,ACT,WA,ICE fetch failed; manual entry path simulated
Ford Mach-E Premium LFP AWD,500.0,0.1,999.0,0.01,7.5,49.95,42.45,52.5,11538.45,11485.95,NSW,TAS,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Coupe,150.0,0.1,50.0,2.19,2.25,164.25,162.0,15.75,173.25,157.5,NSW,NSW,ICE fetch failed; manual entry path simulated
Volvo C40 Recharge Twin,300.0,0.07,9.62,189.74,3.15,5475.9,5472.75,31.5,66.67,35.17,WA,TAS,
BMW X1 iX1 xDrive30,300.0,0.6,7.23,0.01,27.0,0.22,-26.78,31.5,50.1,18.6,VIC,WA,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,250.0,0.334,8.57,0.01,12.53,0.21,-12.31,26.25,49.49,23.24,QLD,WA,
Kia EV6 GT,400.0,0.6,7.39,0.01,36.0,0.3,-35.7,42.0,68.28,26.28,TAS,NT,
Volvo XC40 Recharge,300.0,0.1,9.38,189.74,4.5,5339.28,5334.78,31.5,65.0,33.5,ACT,QLD,
Rolls-Royce Spectre Black Badge Coupe,400.0,0.316,8.43,89.99,18.96,3034.46,3015.5,42.0,77.89,35.89,ACT,WA,
Tesla Model 3 RWD H6LRB,400.0,0.32,9.45,2.04,19.2,77.11,57.91,42.0,87.32,45.32,QLD,QLD,
Volvo XC40 Recharge Twin,500.0,0.07,6.05,89.99,5.25,2722.2,2716.95,52.5,69.88,17.38,TAS,SA,
Ford Mach-E Premium LFP AWD,300.0,0.253,8.2,1.74,11.38,42.8,31.42,31.5,56.83,25.33,TAS,VIC,
Peugeot Partner  ePARTNER PRO LONG,400.0,0.388,8.82,89.99,23.28,3174.85,3151.57,42.0,81.5,39.5,QLD,NSW,
BYD DOLPHIN Dynamic,500.0,0.344,9.46,0.01,25.8,0.47,-25.33,52.5,109.26,56.76,TAS,NT,
Volvo XC40 Recharge,400.0,0.1,8.97,2.13,6.0,76.42,70.42,42.0,82.88,40.88,ACT,SA,
BYD DOLPHIN PERFORMANCE,250.0,0.07,7.88,0.01,2.63,0.2,-2.43,26.25,45.51,19.26,SA,NT,
MG ZS EV 72kWh,100.0,0.336,10.2,89.99,5.04,917.9,912.86,10.5,23.56,13.06,NSW,WA,
Fiat 500e FWD 87 kW 42 kWh,200.0,0.07,2018.0,0.01,2.1,40.36,38.26,21.0,9323.16,9302.16,SA,ACT,ICE fetch failed; manual entry path simulated
"Kia EV9 Earth AWD 20"",0""",150.0,0.1,6.89,2.01,2.25,20.77,18.52,15.75,23.87,8.12,VIC,NT,
Tesla Model 3 Long Range H5LDB,200.0,0.07,10.22,2.17,2.1,44.35,42.25,21.0,47.22,26.22,WA,VIC,
MG MG4 64kWh EV RWD ,400.0,0.382,8.41,1.69,22.92,56.85,33.93,42.0,77.71,35.71,SA,NT,
BMW X1 iX1 xDrive30,250.0,0.1,7.92,2.15,3.75,42.57,38.82,26.25,45.74,19.49,VIC,ACT,
Lexus UX 300e,300.0,0.341,8.59,1.68,15.35,43.29,27.95,31.5,59.53,28.03,TAS,NT,
Kia EV6 GT,200.0,0.6,8.74,1.96,18.0,34.26,16.26,21.0,40.38,19.38,QLD,ACT,
GWM Ora Standard Range,250.0,0.358,5.63,2.25,13.42,31.67,18.24,26.25,32.51,6.26,QLD,QLD,
Fiat 500e FWD 87 kW 42 kWh,300.0,0.337,9.53,89.99,15.17,2572.81,2557.65,31.5,66.04,34.54,NT,WA,
BMW 5 Series i5 eDrive40,200.0,0.6,8.88,89.99,18.0,1598.22,1580.22,21.0,41.03,20.03,NSW,WA,ICE fetch failed; manual entry path simulated
Peugeot 2008 e2008 GT,400.0,0.355,7.68,1.77,21.3,54.37,33.07,42.0,70.96,28.96,VIC,VIC,
"Cupra Born 77kWh 4 seat (19 Alloys)""",200.0,0.07,7.73,2.32,2.1,35.87,33.77,21.0,35.71,14.71,ACT,ACT,
Peugeot Partner  ePARTNER PRO LONG,250.0,0.07,8.01,1.93,2.63,38.65,36.02,26.25,46.26,20.01,NT,WA,ICE fetch failed; manual entry path simulated
BYD DOLPHIN Dynamic,300.0,0.309,9.88,1.95,13.9,57.8,43.89,31.5,68.47,36.97,VIC,NT,
Tesla Model 3 Long Range H5LDB,500.0,0.297,8.26,1.79,22.27,73.93,51.65,52.5,95.4,42.9,VIC,ACT,
Volvo XC40 Recharge,150.0,0.07,7.86,0.01,1.58,0.12,-1.46,15.75,27.23,11.48,QLD,VIC,
Kia EV9 Air RWD,200.0,0.6,10.61,89.99,18.0,1909.59,1891.59,21.0,49.02,28.02,WA,WA,
Kia EV6 GT,150.0,0.1,7.91,0.01,2.25,0.12,-2.13,15.75,27.41,11.66,ACT,SA,
Fiat 500e FWD 87 kW 42 kWh,200.0,0.411,8.8,0.01,12.33,0.18,-12.15,21.0,40.66,19.66,TAS,WA,
BYD SEAL PERFORMANCE,100.0,0.07,11.46,2.17,1.05,24.87,23.82,10.5,26.47,15.97,ACT,TAS,ICE fetch failed; manual entry path simulated
BMW 5 Series i5 eDrive40,300.0,0.328,999.0,2.04,14.76,6113.88,6099.12,31.5,6923.07,6891.57,SA,SA,ICE fetch failed; manual entry path simulated
Peugeot Partner  ePARTNER PRO LONG,400.0,0.368,10.99,89.99,22.08,3955.96,3933.88,42.0,101.55,59.55,WA,WA,ICE fetch failed; manual entry path simulated
Volvo XC40 Recharge,250.0,0.1,11.56,2.02,3.75,58.38,54.63,26.25,66.76,40.51,NSW,TAS,
Fiat 500e FWD 87 kW 42 kWh,300.0,0.1,10.09,189.74,4.5,5743.43,5738.93,31.5,69.92,38.42,ACT,NT,
Volvo C40 Recharge,300.0,0.327,999.0,189.74,14.71,568650.78,568636.07,31.5,6923.07,6891.57,ACT,NT,ICE fetch failed; manual entry path simulated
Fiat 500e FWD 87 kW 42 kWh,100.0,0.6,999.0,89.99,9.0,89900.01,89891.01,10.5,2307.69,2297.19,SA,TAS,ICE fetch failed; manual entry path simulated
Volvo C40 Recharge,150.0,0.338,6.65,189.74,7.61,1892.66,1885.05,15.75,23.04,7.29,NT,SA,
BMW 7 Series i7 M70 xDrive,400.0,0.294,50.0,189.74,17.64,37948.0,37930.36,42.0,462.0,420.0,ACT,TAS,ICE fetch failed; manual entry path simulated
Audi Q8 Q8 e-tron quattro Sportback,300.0,0.07,11.39,1.91,3.15,65.26,62.11,31.5,78.93,47.43,NSW,SA,
MG ZS EV 72kWh,100.0,0.1,9.06,89.99,1.5,815.31,813.81,10.5,20.93,10.43,NT,NSW,
Fiat 500e FWD 87 kW 42 kWh,150.0,0.6,8.03,0.01,13.5,0.12,-13.38,15.75,27.82,12.07,TAS,VIC,
BYD SEAL PERFORMANCE,300.0,0.07,8.14,1.83,3.15,44.69,41.54,31.5,56.41,24.91,VIC,ACT,
BYD DOLPHIN Dynamic,250.0,0.1,8.37,0.01,3.75,0.21,-3.54,26.25,48.34,22.09,TAS,VIC,
Ford Mach-E GT 4P AWD,500.0,0.325,9.41,89.99,24.38,4234.03,4209.65,52.5,108.69,56.19,SA,ACT,
"Cupra Born 77kWh 4 seat (20 Alloys)""",150.0,0.243,9.67,2.14,5.47,31.04,25.57,15.75,33.51,17.76,NT,NSW,
GWM Ora Extended Range GT,200.0,0.1,7.66,1.98,3.0,30.33,27.33,21.0,35.39,14.39,QLD,SA,
GWM Ora Extended Range GT,250.0,0.319,9.27,1.92,11.96,44.5,32.53,26.25,53.53,27.28,NSW,NT,
Lexus RZ 450e,250.0,0.1,7.53,1.88,3.75,35.39,31.64,26.25,43.49,17.24,SA,WA,
Ford Mach-E Premium 4P RWD,300.0,0.1,8.33,2.07,4.5,51.73,47.23,31.5,57.73,26.23,NT,VIC,
Audi Q8 Q8 e-tron quattro Sportback,150.0,0.07,9.46,89.99,1.58,1276.96,1275.38,15.75,32.78,17.03,SA,SA,ICE fetch failed; manual entry path simulated
Audi Q8 Q8 e-tron quattro,400.0,0.35,8.87,189.74,21.0,6731.98,6710.98,42.0,81.96,39.96,TAS,WA,
Fiat 500e FWD 87 kW 42 kWh,100.0,0.312,5.86,1.9,4.68,11.13,6.45,10.5,13.54,3.04,NT,NSW,
Kia EV6 GT,400.0,0.07,8.63,2.03,4.2,70.08,65.88,42.0,79.74,37.74,QLD,WA,
Mercedes-Benz EQS 500 4MATIC,500.0,0.312,8.13,89.99,23.4,3658.09,3634.69,52.5,93.9,41.4,WA,WA,ICE fetch failed; manual entry path simulated
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,500.0,0.6,6.49,0.01,45.0,0.32,-44.68,52.5,74.96,22.46,NSW,SA,ICE fetch failed; manual entry path simulated
Fiat 500e FWD 87 kW 42 kWh,100.0,0.07,9.65,89.99,1.05,868.4,867.35,10.5,22.29,11.79,TAS,VIC,
BMW 5 Series i5 M60 xDrive,150.0,0.389,2018.0,2.23,8.75,6750.21,6741.46,15.75,6992.37,6976.62,TAS,ACT,ICE fetch failed; manual entry path simulated
Volvo C40 Recharge,200.0,0.292,7.29,189.74,8.76,2766.41,2757.65,21.0,33.68,12.68,SA,ACT,
Tesla Model 3 Long Range H5LDB,400.0,0.346,9.93,2.24,20.76,88.97,68.21,42.0,91.75,49.75,NSW,VIC,
Ford Mach-E Premium 4P RWD,300.0,0.319,10.27,89.99,14.36,2772.59,2758.24,31.5,71.17,39.67,QLD,TAS,
BMW 5 Series i5 eDrive40,500.0,0.07,10.68,2.28,5.25,121.75,116.5,52.5,123.35,70.85,TAS,NT,
"Cupra Born 77kWh 4 seat (20 Alloys)""",250.0,0.347,5.73,89.99,13.01,1289.11,1276.09,26.25,33.09,6.84,NSW,QLD,
Ford Mach-E Select LFP RWD,400.0,0.1,9.0,0.01,6.0,0.36,-5.64,42.0,83.16,41.16,WA,SA,
Lexus UX 300e,150.0,0.07,7.56,1.96,1.58,22.23,20.65,15.75,26.2,10.45,NSW,WA,
Tesla Model 3 Long Range H5LDB,500.0,0.6,6.29,189.74,45.0,5967.32,5922.32,52.5,72.65,20.15,QLD,NSW,
Tesla Model 3 RWD H6LRB,100.0,0.326,9.52,89.99,4.89,856.7,851.81,10.5,21.99,11.49,QLD,ACT,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,100.0,0.298,9.54,89.99,4.47,858.5,854.03,10.5,22.04,11.54,ACT,NT,
Rolls-Royce Spectre Black Badge Coupe,400.0,0.378,0.5,0.01,22.68,0.02,-22.66,42.0,4.62,-37.38,VIC,VIC,ICE fetch failed; manual entry path simulated
Volvo XC40 Recharge Twin,300.0,0.331,8.09,189.74,14.9,4604.99,4590.09,31.5,56.06,24.56,ACT,NSW,
Volvo XC40 Recharge,400.0,0.07,7.38,89.99,4.2,2656.5,2652.3,42.0,68.19,26.19,SA,NT,
GWM Ora Extended Range,400.0,0.339,8.58,1.8,20.34,61.78,41.44,42.0,79.28,37.28,WA,NT,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,200.0,0.283,10.15,89.99,8.49,1826.8,1818.31,21.0,46.89,25.89,WA,NSW,
Peugeot 2008 e2008 GT,500.0,0.372,10.54,2.26,27.9,119.1,91.2,52.5,121.74,69.24,ACT,NT,
GWM Ora Extended Range,300.0,0.278,8.43,1.86,12.51,47.04,34.53,31.5,58.42,26.92,SA,VIC,
Ford Mach-E Select LFP RWD,150.0,0.373,0.5,0.01,8.39,0.01,-8.38,15.75,1.73,-14.02,VIC,SA,ICE fetch failed; manual entry path simulated
BMW 5 Series i5 eDrive40,250.0,0.349,7.58,2.0,13.09,37.9,24.81,26.25,43.77,17.52,SA,TAS,
Peugeot Partner  ePARTNER PRO LONG,500.0,0.294,10.32,189.74,22.05,9790.58,9768.53,52.5,119.2,66.7,QLD,VIC,
Ford Mach-E Premium 4P RWD,250.0,0.251,9.14,0.01,9.41,0.23,-9.18,26.25,52.78,26.53,NSW,NSW,
MG ZS EV 72kWh,400.0,0.6,11.51,2.03,36.0,93.46,57.46,42.0,106.35,64.35,ACT,NT,
Mercedes-Benz EQE 53 AMG 4MATIC+,400.0,0.1,9.22,89.99,6.0,3318.83,3312.83,42.0,85.19,43.19,NSW,TAS,ICE fetch failed; manual entry path simulated
BMW 5 Series i5 eDrive40,200.0,0.356,8.76,1.85,10.68,32.41,21.73,21.0,40.47,19.47,QLD,ACT,ICE fetch failed; manual entry path simulated
BYD DOLPHIN PERFORMANCE,100.0,0.282,8.86,89.99,4.23,797.31,793.08,10.5,20.47,9.97,NSW,TAS,
Volvo XC40 Recharge,200.0,0.1,7.82,89.99,3.0,1407.44,1404.44,21.0,36.13,15.13,SA,WA,
Ford Mach-E Premium LFP AWD,400.0,0.346,9.73,189.74,20.76,7384.68,7363.92,42.0,89.91,47.91,NSW,VIC,
Tesla Model 3 Long Range H5LDB,500.0,0.329,8.75,1.96,24.68,85.75,61.08,52.5,101.06,48.56,WA,ACT,
BMW X1 iX1 xDrive30,500.0,0.1,10.78,2.08,7.5,112.11,104.61,52.5,124.51,72.01,TAS,NSW,
Audi Q8 Q8 e-tron quattro,150.0,0.07,8.93,1.91,1.58,25.58,24.01,15.75,30.94,15.19,QLD,SA,
Volvo C40 Recharge,300.0,0.316,8.12,1.73,14.22,42.14,27.92,31.5,56.27,24.77,WA,NT,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,400.0,0.301,7.37,2.07,18.06,61.02,42.96,42.0,68.1,26.1,TAS,VIC,
Lexus RZ 450e,150.0,0.259,999.0,89.99,5.83,134850.01,134844.19,15.75,3461.53,3445.78,NT,NT,ICE fetch failed; manual entry path simulated
GWM Ora Extended Range GT,400.0,0.323,9.59,2.14,19.38,82.09,62.71,42.0,88.61,46.61,ACT,NSW,
BYD DOLPHIN Dynamic,500.0,0.307,9.72,0.01,23.02,0.49,-22.54,52.5,112.27,59.77,WA,TAS,
Fiat 500e FWD 87 kW 42 kWh,500.0,0.354,8.02,89.99,26.55,3608.6,3582.05,52.5,92.63,40.13,WA,NT,
Kia EV6 GT,100.0,0.1,8.77,1.94,1.5,17.01,15.51,10.5,20.26,9.76,TAS,VIC,
Lexus UX 300e,250.0,0.07,2018.0,2.2,2.63,11099.0,11096.38,26.25,11653.95,11627.7,ACT,VIC,ICE fetch failed; manual entry path simulated
Peugeot Partner  ePARTNER PRO LONG,300.0,0.363,999.0,0.01,16.34,29.97,13.63,31.5,6923.07,6891.57,QLD,TAS,ICE fetch failed; manual entry path simulated
BMW X1 iX1 xDrive30,100.0,0.352,6.82,189.74,5.28,1294.03,1288.75,10.5,15.75,5.25,VIC,SA,
Kia EV9 GT-Line AWD,200.0,0.1,7.94,1.95,3.0,30.97,27.97,21.0,36.68,15.68,VIC,ACT,ICE fetch failed; manual entry path simulated
Tesla Model 3 Long Range H5LDB,150.0,0.304,8.07,1.93,6.84,23.36,16.52,15.75,27.96,12.21,ACT,NSW,
Lexus UX 300e,300.0,0.6,10.19,189.74,27.0,5800.35,5773.35,31.5,70.62,39.12,NSW,TAS,
Volvo XC40 Recharge Twin,300.0,0.6,10.7,189.74,27.0,6090.65,6063.65,31.5,74.15,42.65,NT,VIC,
Kia EV6 GT,150.0,0.07,8.14,2.28,1.58,27.84,26.26,15.75,28.21,12.46,SA,WA,
BMW 7 Series i7 M70 xDrive,100.0,0.416,6.87,189.74,6.24,1303.51,1297.27,10.5,15.87,5.37,WA,VIC,ICE fetch failed; manual entry path simulated
Fiat 500e FWD 87 kW 42 kWh,250.0,0.421,10.06,89.99,15.79,2263.25,2247.46,26.25,58.1,31.85,NSW,QLD,
Peugeot Partner  ePARTNER PRO LONG,150.0,0.07,7.5,189.74,1.58,2134.58,2133.0,15.75,25.99,10.24,NT,SA,
Peugeot 2008 e2008 GT,300.0,0.346,2018.0,89.99,15.57,544799.46,544783.89,31.5,13984.74,13953.24,ACT,SA,ICE fetch failed; manual entry path simulated
"Cupra Born 77kWh 4 seat (20 Alloys)""",400.0,0.6,7.91,0.01,36.0,0.32,-35.68,42.0,73.09,31.09,VIC,ACT,ICE fetch failed; manual entry path simulated
Tesla Model 3 RWD H6LRB,100.0,0.396,9.61,89.99,5.94,864.8,858.86,10.5,22.2,11.7,TAS,QLD,
Peugeot 2008 e2008 GT,150.0,0.272,7.59,0.01,6.12,0.11,-6.01,15.75,26.3,10.55,QLD,SA,
"Kia EV9 Earth AWD 19"",0""",250.0,0.29,8.38,0.01,10.88,0.21,-10.67,26.25,48.39,22.14,VIC,SA,ICE fetch failed; manual entry path simulated
"Kia EV9 Earth AWD 20"",0""",250.0,0.07,7.08,2.21,2.63,39.12,36.49,26.25,40.89,14.64,VIC,NSW,
GWM Ora Standard Range,300.0,0.07,8.49,2.11,3.15,53.74,50.59,31.5,58.84,27.34,QLD,NSW,
Mercedes-Benz EQS SUV EQS 450 4MATIC SUV,300.0,0.394,7.91,89.99,17.73,2135.46,2117.73,31.5,54.82,23.32,NSW,WA,ICE fetch failed; manual entry path simulated
MG MG4 64kWh EV RWD LUX ,300.0,0.389,6.62,189.74,17.5,3768.24,3750.73,31.5,45.88,14.38,SA,ACT,
Kia EV6 GT,300.0,0.413,8.88,189.74,18.58,5054.67,5036.09,31.5,61.54,30.04,WA,NSW,
Volvo C40 Recharge,300.0,0.399,9.23,1.84,17.96,50.95,32.99,31.5,63.96,32.46,SA,NT,
Lexus UX 300e,250.0,0.292,0.5,0.01,10.95,0.01,-10.94,26.25,2.89,-23.36,WA,ACT,ICE fetch failed; manual entry path simulated
Ford Mach-E GT 4P AWD,100.0,0.278,9.72,89.99,4.17,874.7,870.53,10.5,22.45,11.95,WA,NSW,
MG ZS EV 72kWh,250.0,0.349,8.86,0.01,13.09,0.22,-12.87,26.25,51.17,24.92,NSW,ACT,
Tesla Model 3 RWD H6LRB,100.0,0.6,999.0,0.01,9.0,9.99,0.99,10.5,2307.69,2297.19,QLD,SA,ICE fetch failed; manual entry path simulated
Fiat 500e FWD 87 kW 42 kWh,100.0,0.415,7.15,189.74,6.22,1356.64,1350.42,10.5,16.52,6.02,TAS,NT,
Mercedes-Benz EQS 500 4MATIC,200.0,0.07,10.33,189.74,2.1,3920.03,3917.93,21.0,47.72,26.72,QLD,SA,
BYD DOLPHIN Dynamic,500.0,0.394,8.5,2.03,29.55,86.27,56.72,52.5,98.17,45.67,QLD,QLD,
Lexus RZ 450e,200.0,0.335,8.36,1.88,10.05,31.43,21.38,21.0,38.62,17.62,QLD,ACT,
Tesla Model 3 RWD H6LRB,200.0,0.1,7.54,1.94,3.0,29.26,26.26,21.0,34.83,13.83,NSW,NSW,
Peugeot 2008 e2008 GT,150.0,0.319,8.24,2.03,7.18,25.09,17.91,15.75,28.55,12.8,SA,VIC,
Volvo C40 Recharge,500.0,0.367,8.96,2.37,27.52,106.18,78.65,52.5,103.49,50.99,ACT,ACT,
Rolls-Royce Spectre Coupe,150.0,0.309,9.9,189.74,6.95,2817.64,2810.69,15.75,34.3,18.55,SA,NSW,
Rolls-Royce Spectre Black Badge Coupe,250.0,0.07,10.47,189.74,2.63,4966.44,4963.82,26.25,60.46,34.21,QLD,ACT,
BMW X1 iX1 xDrive30,500.0,0.3,8.95,1.99,22.5,89.05,66.55,52.5,103.37,50.87,TAS,WA,
GWM Ora Standard Range,400.0,0.07,8.9,1.73,4.2,61.59,57.39,42.0,82.24,40.24,WA,VIC,
Ford Mach-E Select LFP RWD,100.0,0.1,50.0,189.74,1.5,9487.0,9485.5,10.5,115.5,105.0,ACT,NT,ICE fetch failed; manual entry path simulated
BYD DOLPHIN Dynamic,400.0,0.6,8.59,189.74,36.0,6519.47,6483.47,42.0,79.37,37.37,WA,NSW,
Rolls-Royce Spectre Coupe,400.0,0.07,9.64,89.99,4.2,3470.01,3465.81,42.0,89.07,47.07,NSW,QLD,
MG ZS EV 72kWh,400.0,0.254,10.3,2.15,15.24,88.58,73.34,42.0,95.17,53.17,SA,NSW,
"Kia EV9 Earth AWD 20"",0""",200.0,0.307,8.23,2.15,9.21,35.39,26.18,21.0,38.02,17.02,QLD,VIC,
BYD SEAL Dynamic,100.0,0.6,9.6,1.76,9.0,16.9,7.9,10.5,22.18,11.68,WA,NT,
"Cupra Born 77kWh 4 seat (20 Alloys)""",150.0,0.426,7.8,1.94,9.58,22.7,13.11,15.75,27.03,11.28,SA,WA,ICE fetch failed; manual entry path simulated
"Cupra Born 77kWh 4 seat (19 Alloys)""",200.0,0.35,50.0,0.01,10.5,1.0,-9.5,21.0,231.0,210.0,NSW,NT,ICE fetch failed; manual entry path simulated
Tesla Model 3 RWD H6LRB,100.0,0.285,8.41,1.94,4.27,16.32,12.04,10.5,19.43,8.93,ACT,TAS,
Audi Q8 Q8 e-tron quattro,500.0,0.364,9.15,189.74,27.3,8680.6,8653.31,52.5,105.68,53.18,SA,TAS,
Audi Q8 Q8 e-tron quattro,250.0,0.6,9.42,189.74,22.5,4468.38,4445.88,26.25,54.4,28.15,WA,TAS,ICE fetch failed; manual entry path simulated
Audi Q8 Q8 e-tron quattro,500.0,0.6,9.55,0.01,45.0,0.48,-44.52,52.5,110.3,57.8,ACT,ACT,
BYD SEAL Dynamic,250.0,0.07,8.49,189.74,2.63,4027.23,4024.61,26.25,49.03,22.78,WA,ACT,
"Cupra Born 77kWh 4 seat (20 Alloys)""",100.0,0.1,8.54,2.2,1.5,18.79,17.29,10.5,19.73,9.23,ACT,NT,
Fiat 500e FWD 87 kW 42 kWh,100.0,0.07,9.05,89.99,1.05,814.41,813.36,10.5,20.91,10.41,ACT,QLD,ICE fetch failed; manual entry path simulated
Ford Mach-E GT 4P AWD,300.0,0.07,9.8,2.35,3.15,69.09,65.94,31.5,67.91,36.41,NSW,VIC,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Black Badge Coupe,100.0,0.256,9.68,1.81,3.84,17.52,13.68,10.5,22.36,11.86,SA,SA,ICE fetch failed; manual entry path simulated
BYD DOLPHIN PERFORMANCE,250.0,0.332,2018.0,2.06,12.45,10392.7,10380.25,26.25,11653.95,11627.7,WA,ACT,ICE fetch failed; manual entry path simulated
Peugeot 2008 e2008 GT,500.0,0.6,10.31,189.74,45.0,9781.1,9736.1,52.5,119.08,66.58,SA,WA,
GWM Ora Extended Range GT,250.0,0.6,9.26,189.74,22.5,4392.48,4369.98,26.25,53.48,27.23,NT,TAS,
Ford Mach-E Select LFP RWD,500.0,0.401,7.72,189.74,30.08,7323.96,7293.89,52.5,89.17,36.67,QLD,NT,
Volvo C40 Recharge Twin,300.0,0.6,8.99,2.06,27.0,55.56,28.56,31.5,62.3,30.8,SA,NSW,
BMW X1 iX1 xDrive30,500.0,0.1,50.0,2.19,7.5,547.5,540.0,52.5,577.5,525.0,WA,ACT,ICE fetch failed; manual entry path simulated
Lexus UX 300e,200.0,0.327,6.5,2.1,9.81,27.3,17.49,21.0,30.03,9.03,SA,QLD,
GWM Ora Extended Range GT,150.0,0.07,7.63,89.99,1.58,1029.94,1028.36,15.75,26.44,10.69,NT,SA,
BYD DOLPHIN PERFORMANCE,200.0,0.1,10.1,189.74,3.0,3832.75,3829.75,21.0,46.66,25.66,VIC,TAS,
Kia EV6 GT,300.0,0.346,8.24,0.01,15.57,0.25,-15.32,31.5,57.1,25.6,WA,NSW,
Rolls-Royce Spectre Coupe,300.0,0.6,999.0,89.99,27.0,269700.03,269673.03,31.5,6923.07,6891.57,WA,VIC,ICE fetch failed; manual entry path simulated
Tesla Model 3 RWD H6LRB,300.0,0.1,7.56,2.08,4.5,47.17,42.67,31.5,52.39,20.89,NSW,WA,
MG ZS EV 72kWh,500.0,0.6,9.08,2.19,45.0,99.43,54.43,52.5,104.87,52.37,ACT,NSW,
Fiat 500e FWD 87 kW 42 kWh,400.0,0.275,9.54,89.99,16.5,3434.02,3417.52,42.0,88.15,46.15,NSW,NT,
"Cupra Born 77kWh 4 seat (20 Alloys)""",300.0,0.07,6.66,89.99,3.15,1798.0,1794.85,31.5,46.15,14.65,WA,NT,
Kia EV6 GT,250.0,0.6,0.5,1.83,22.5,2.29,-20.21,26.25,2.89,-23.36,SA,NSW,ICE fetch failed; manual entry path simulated
Volvo XC40 Recharge Twin,500.0,0.309,9.99,1.98,23.18,98.9,75.73,52.5,115.38,62.88,NT,QLD,
Mercedes-Benz EQE Class EQE 350 4MATIC,250.0,0.6,6.75,189.74,22.5,3201.86,3179.36,26.25,38.98,12.73,NSW,ACT,
Kia EV6 GT,250.0,0.328,9.92,89.99,12.3,2231.75,2219.45,26.25,57.29,31.04,ACT,NSW,
BYD SEAL PREMIUM,100.0,0.352,8.78,0.01,5.28,0.09,-5.19,10.5,20.28,9.78,ACT,ACT,
Volvo C40 Recharge Twin,100.0,0.314,10.99,1.9,4.71,20.88,16.17,10.5,25.39,14.89,NT,VIC,
Rolls-Royce Spectre Black Badge Coupe,150.0,0.6,8.31,189.74,13.5,2365.11,2351.61,15.75,28.79,13.04,VIC,WA,
Lexus UX 300e,300.0,0.372,10.61,2.0,16.74,63.66,46.92,31.5,73.53,42.03,NT,WA,
GWM Ora Standard Range,400.0,0.261,8.85,2.1,15.66,74.34,58.68,42.0,81.77,39.77,QLD,QLD,
Lexus UX 300e,200.0,0.1,6.9,89.99,3.0,1241.86,1238.86,21.0,31.88,10.88,TAS,ACT,
Rolls-Royce Spectre Coupe,150.0,0.07,6.74,1.98,1.58,20.02,18.44,15.75,23.35,7.6,NT,QLD,
Rolls-Royce Spectre Coupe,400.0,0.6,8.73,89.99,36.0,3142.45,3106.45,42.0,80.67,38.67,TAS,QLD,
BYD SEAL Dynamic,150.0,0.1,8.78,89.99,2.25,1185.17,1182.92,15.75,30.42,14.67,SA,NSW,
Lexus RZ 450e,250.0,0.1,8.99,1.68,3.75,37.76,34.01,26.25,51.92,25.67,VIC,NT,
MG ZS EV 72kWh,200.0,0.6,10.91,2.06,18.0,44.95,26.95,21.0,50.4,29.4,WA,QLD,
MG ZS EV 72kWh,500.0,0.328,6.44,189.74,24.6,6109.63,6085.03,52.5,74.38,21.88,QLD,WA,
Volvo C40 Recharge Twin,250.0,0.277,10.1,0.01,10.39,0.25,-10.14,26.25,58.33,32.08,VIC,SA,
BMW 7 Series i7 M70 xDrive,150.0,0.374,2018.0,0.01,8.41,30.27,21.86,15.75,6992.37,6976.62,SA,SA,ICE fetch failed; manual entry path simulated
Peugeot Partner  ePARTNER PRO LONG,150.0,0.1,9.45,2.06,2.25,29.2,26.95,15.75,32.74,16.99,VIC,QLD,
