Suburb,Cluster,Cluster_Label,Population,Income,Vehicles_per_Dwelling,Public_Chargers,Station_Count,Avg_Congestion,Demand_Index,Supply_Index,Demand_Supply_Ratio,Simulated_Usage,Optimal_Price
West Melbourne (Industrial),0,Affluent Car-Dependent (High Potential),0,1934.5,1.8,0,0,0.0,0.0,0,0.0,0.0,5.0
West Melbourne (Residential),1,High Population – Infrastructure Gap,9301,1784.0,0.8,0,0,0.0,0.2827191312640822,0,0.2827191312640822,3.0592412499984585,10.306122448979592
Wheelers Hill,1,High Population – Infrastructure Gap,21285,1818.0,2.0,0,0,0.0,1.617481106589611,0,1.617481106589611,14.726726724398787,8.877551020408163
Whittlesea,2,EV-Ready Suburbs,15811,1768.0,1.9,1,1,0.0,1.1414279580678377,2,0.38047598602261257,2.3972960858495704,5.204081632653061
Williamstown,1,High Population – Infrastructure Gap,16920,2315.0,1.6,0,0,0.0,1.0286222343808775,0,1.0286222343808775,9.567778122556339,5.0
Wollert,1,High Population – Infrastructure Gap,33578,1979.0,1.9,0,0,0.0,2.4240634985770573,0,2.4240634985770573,24.027187834058726,5.408163265306122
Wyndham Vale (North),1,High Population – Infrastructure Gap,13138,1862.0,1.7,0,0,0.0,0.8486209425237567,0,0.8486209425237567,8.797116990835573,5.0
Wyndham Vale (South),1,High Population – Infrastructure Gap,14163,1766.0,1.9,0,0,0.0,1.022455516419884,0,1.022455516419884,11.699911381148391,5.204081632653061
Yarra Valley,1,High Population – Infrastructure Gap,17059,900.0,1.9,0,0,0.0,1.23152359349056,0,1.23152359349056,13.17289555810762,5.0
Yarraville,0,Affluent Car-Dependent (High Potential),16243,2483.0,1.5,0,0,0.0,0.9257486122034901,0,0.9257486122034901,9.097547592071475,5.0
