timestamp,weekly_km,trip_length,driving_frequency,driving_type,road_trips,car_ownership,fuel_efficiency,monthly_fuel_spend,home_charging,solar_panels,charging_preference,budget,priorities,postcode,cluster
26/08/2025 2:53,75,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,5,21.5,No,No,No preference,"$40,000-$60,000","Tech features, Brand reputation",3065,3
28/08/2025 16:58,214,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Diesel,7.2,85.69,Yes,Yes,Home,">$80,000","Tech features, Environmental impact",3271,1
28/08/2025 9:33,68,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,6.4,27.91,No,No,Home,Not sure/ Just exploring,"Cost savings, Environmental impact",3236,3
16/08/2025 3:09,66,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,8.3,37.16,Yes,No,Home,">$80,000","Brand reputation, Charging convenience",3059,3
16/08/2025 4:55,70,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Hybrid,2.5,19.83,Yes,Yes,Public stations,"$40,000-$60,000","Environmental impact, Cost savings",3231,3
10/08/2025 3:02,71,Mostly long trips (>50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Diesel,7.5,55.15,No,Yes,No preference,"$60,000 -$80,000","Brand reputation, Environmental impact",3391,3
6/08/2025 0:47,210,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,9.3,144.9,No,No,Work,Not sure/ Just exploring,"Charging convenience, Environmental impact",3820,1
11/08/2025 17:51,87,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,No - I don't own a car,0,0,No,No,Public stations,Not sure/ Just exploring,"Performance, Tech features",3783,3
20/08/2025 21:00,211,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,6.3,68.73,Yes,No,Home,"$40,000-$60,000","Cost savings, Performance",3012,1
14/08/2025 0:24,71,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Electric,0,12.04,Yes,No,Home,"<$40,000","Cost savings, Performance",3010,3
8/08/2025 21:51,43,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,3.7,12.67,Yes,No,Home,"$60,000 -$80,000","Environmental impact, Performance",3176,3
26/07/2025 14:28,205,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Hybrid,4.8,77.15,Yes,Yes,No preference,Not sure/ Just exploring,"Brand reputation, Tech features",3027,1
1/08/2025 0:26,35,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,7.4,20.99,Yes,No,No preference,Not sure/ Just exploring,"Brand reputation, Performance",3401,3
29/07/2025 5:35,86,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,10.5,76.21,Yes,Yes,Home,"<$40,000","Charging convenience, Performance",3975,3
19/08/2025 3:48,522,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),No,Yes - Petrol,6,245.64,Yes,No,Public stations,Not sure/ Just exploring,"Charging convenience, Environmental impact",3803,2
28/07/2025 22:04,40,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,6.5,1.06,Yes,No,Public stations,Not sure/ Just exploring,"Brand reputation, Performance",3707,3
23/07/2025 1:20,35,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Electric,0,24.4,No,No,Home,"$40,000-$60,000","Environmental impact, Brand reputation",3280,3
8/08/2025 14:38,76,Mostly long trips (>50 km),Weekly,Mostly rural or remote area driving (long distances/variable road conditions),No,Yes - Petrol,6.8,41.89,No,No,Home,"$40,000-$60,000","Cost savings, Brand reputation",3890,3
11/08/2025 17:24,25,Mostly short trips (<10 km),Occasionally,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,7.9,2.48,Yes,No,No preference,"$60,000 -$80,000","Environmental impact, Performance",3391,3
26/08/2025 1:59,224,Mostly long trips (>50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,7.5,128.88,No,No,No preference,">$80,000","Charging convenience, Cost savings",3135,1
23/07/2025 22:27,66,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,7.7,54.26,No,No,Home,"$60,000 -$80,000","Environmental impact, Performance",3697,3
30/07/2025 0:10,228,Mostly long trips (>50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Hybrid,2.6,39.46,Yes,No,Work,">$80,000","Environmental impact, Performance",3167,1
10/08/2025 9:29,18,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,9.8,24.93,Yes,No,Home,"$40,000-$60,000","Cost savings, Brand reputation",3844,3
7/08/2025 7:40,213,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,8.4,146.18,Yes,No,Public stations,">$80,000","Brand reputation, Charging convenience",3273,1
30/07/2025 4:02,208,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,10.6,173.66,Yes,No,Home,"$60,000 -$80,000","Cost savings, Charging convenience",3264,1
22/08/2025 13:11,40,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,No,Yes - Petrol,10.7,20.38,Yes,No,Work,"$60,000 -$80,000","Performance, Brand reputation",3633,3
24/07/2025 7:29,211,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,9.3,149.88,No,Yes,No preference,">$80,000","Cost savings, Performance",3620,1
21/08/2025 13:51,86,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,Yes - Petrol,7.8,51.18,No,Yes,Public stations,Not sure/ Just exploring,"Charging convenience, Cost savings",3194,3
29/08/2025 6:02,93,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Electric,0,10.32,Yes,No,Work,Not sure/ Just exploring,"Performance, Charging convenience",3180,3
24/07/2025 18:39,227,Mostly long trips (>50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Hybrid,3,55.93,Yes,No,Home,">$80,000","Environmental impact, Cost savings",3315,1
12/08/2025 17:33,36,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,10.2,29.92,No,Yes,Work,"$60,000 -$80,000","Tech features, Cost savings",3355,3
24/08/2025 20:02,206,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,9.6,137,Yes,No,Work,"<$40,000","Performance, Tech features",3135,1
24/08/2025 17:40,230,Mostly long trips (>50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,7.5,106.48,Yes,No,Home,Not sure/ Just exploring,"Environmental impact, Cost savings",3333,1
25/08/2025 20:58,95,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,No - I don't own a car,0,0,Yes,No,Home,Not sure/ Just exploring,"Cost savings, Charging convenience",3194,3
23/08/2025 0:49,86,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Diesel,5.6,27.79,Yes,Yes,Home,Not sure/ Just exploring,"Cost savings, Environmental impact",3310,3
12/08/2025 6:56,78,Mostly long trips (>50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,7.9,50.18,Yes,Yes,Work,"<$40,000","Performance, Environmental impact",3135,3
13/08/2025 1:22,66,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Hybrid,6.8,19.91,No,No,Home,Not sure/ Just exploring,"Brand reputation, Tech features",3467,3
28/07/2025 8:19,73,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,8.5,26.5,Yes,Yes,Home,Not sure/ Just exploring,"Charging convenience, Brand reputation",3152,3
17/08/2025 8:14,66,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,10.4,69.33,No,No,Home,">$80,000","Cost savings, Charging convenience",3233,3
5/08/2025 12:03,70,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Diesel,8.3,43.35,Yes,No,Work,"$60,000 -$80,000","Charging convenience, Tech features",3775,3
27/07/2025 2:09,35,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10,8.66,Yes,Yes,Work,">$80,000","Brand reputation, Charging convenience",3814,3
29/07/2025 11:24,43,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,9.8,13.9,Yes,No,Home,">$80,000","Charging convenience, Cost savings",3111,3
26/08/2025 13:11,209,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,9.5,139.04,Yes,No,Work,"$60,000 -$80,000","Tech features, Cost savings",3380,1
28/07/2025 23:41,520,Mostly long trips (>50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,9.8,355.64,Yes,No,No preference,"$40,000-$60,000","Tech features, Environmental impact",3840,2
20/08/2025 11:40,35,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,10.2,15.18,Yes,Yes,Home,Not sure/ Just exploring,"Environmental impact, Charging convenience",3895,3
30/07/2025 7:42,21,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Diesel,8.5,0,Yes,No,Home,"$60,000 -$80,000","Performance, Cost savings",3461,3
5/08/2025 16:49,39,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,No - I don't own a car,0,0,Yes,No,Home,Not sure/ Just exploring,"Cost savings, Charging convenience",3240,3
6/08/2025 11:02,35,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,No,Yes - Petrol,6.1,5.65,Yes,No,Home,">$80,000","Brand reputation, Charging convenience",3196,3
9/08/2025 8:18,45,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Electric,0,0,No,Yes,Work,Not sure/ Just exploring,"Tech features, Cost savings",3011,3
15/08/2025 2:00,73,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Hybrid,4.3,4.02,Yes,Yes,Home,">$80,000","Brand reputation, Performance",3200,3
6/08/2025 22:10,25,Mostly short trips (<10 km),Occasionally,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,8.2,30.03,Yes,No,No preference,Not sure/ Just exploring,"Tech features, Environmental impact",3167,3
12/08/2025 0:46,24,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,6.7,0,Yes,Yes,Public stations,"$60,000 -$80,000","Environmental impact, Tech features",3892,3
21/08/2025 14:39,72,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Hybrid,2.9,27.31,Yes,Yes,Work,">$80,000","Cost savings, Performance",3895,3
28/07/2025 18:46,22,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,8.8,13.19,Yes,No,Public stations,"$40,000-$60,000","Charging convenience, Tech features",3174,3
24/08/2025 21:39,522,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),No,Yes - Petrol,7.6,298.88,Yes,No,Public stations,"$40,000-$60,000","Cost savings, Charging convenience",3021,2
26/08/2025 16:55,212,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,9.4,150.11,Yes,No,No preference,"$40,000-$60,000","Brand reputation, Cost savings",3082,1
5/08/2025 23:43,37,Mostly medium trips (10-50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,10.5,48.48,Yes,No,Work,Not sure/ Just exploring,"Performance, Tech features",3304,3
27/07/2025 12:27,42,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,6.6,37.32,No,Yes,Work,">$80,000","Brand reputation, Charging convenience",3711,3
17/08/2025 3:53,207,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Diesel,10,124.62,No,No,Home,">$80,000","Cost savings, Environmental impact",3725,1
18/08/2025 11:50,44,Mostly medium trips (10-50 km),Occasionally,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,9.2,48.68,Yes,No,No preference,">$80,000","Cost savings, Performance",3401,3
25/07/2025 23:46,525,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Petrol,7.6,272.55,Yes,No,Home,"<$40,000","Environmental impact, Charging convenience",3158,2
29/08/2025 4:01,72,Mostly long trips (>50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),Yes,No - I don't own a car,0,3,No,No,Public stations,"$40,000-$60,000","Brand reputation, Cost savings",3099,3
2/08/2025 18:13,39,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,No,Yes - Hybrid,3.2,0,No,No,Work,"<$40,000","Brand reputation, Performance",3265,3
2/08/2025 17:51,211,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,No - I don't own a car,0,15,Yes,Yes,Home,"<$40,000","Brand reputation, Tech features",3355,1
1/08/2025 11:59,67,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10.3,40.6,Yes,No,Home,"<$40,000","Environmental impact, Charging convenience",3936,3
31/07/2025 12:56,71,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,No - I don't own a car,0,0,Yes,Yes,No preference,"$60,000 -$80,000","Tech features, Brand reputation",3943,3
25/08/2025 12:17,72,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,8,53.23,Yes,No,Home,Not sure/ Just exploring,"Brand reputation, Tech features",3875,3
31/07/2025 14:01,42,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,7.7,34.34,No,No,Home,"$60,000 -$80,000","Cost savings, Charging convenience",3871,3
19/08/2025 23:25,15,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,7.9,0.69,No,No,Home,"$40,000-$60,000","Performance, Environmental impact",3682,3
8/08/2025 10:07,21,Mostly short trips (<10 km),Occasionally,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Electric,0,24.04,No,No,No preference,"<$40,000","Cost savings, Performance",3163,3
12/08/2025 4:35,74,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Hybrid,5.4,44.3,Yes,No,Work,">$80,000","Charging convenience, Tech features",3036,3
24/07/2025 14:24,35,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,No - I don't own a car,0,20,Yes,No,Home,"$60,000 -$80,000","Environmental impact, Tech features",3516,3
31/07/2025 10:57,36,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,Yes,Yes - Electric,0,9.64,No,No,Work,"<$40,000","Environmental impact, Tech features",3153,3
24/08/2025 4:12,215,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,8.1,121.69,No,No,Work,Not sure/ Just exploring,"Environmental impact, Cost savings",3890,1
8/08/2025 1:02,206,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Diesel,9.3,137.44,No,Yes,Work,"$40,000-$60,000","Performance, Cost savings",3711,1
16/08/2025 15:21,228,Mostly long trips (>50 km),A few times a week,Mostly rural or remote area driving (long distances/variable road conditions),No,Yes - Hybrid,6.6,103.33,No,No,Public stations,"$40,000-$60,000","Tech features, Brand reputation",3607,1
8/08/2025 15:27,529,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Petrol,7.4,296.02,Yes,No,Home,"$60,000 -$80,000","Cost savings, Environmental impact",3187,2
28/08/2025 8:36,73,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,7.9,51.06,Yes,No,No preference,"$40,000-$60,000","Environmental impact, Tech features",3904,3
14/08/2025 17:39,37,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,6.7,12.18,No,No,No preference,"<$40,000","Brand reputation, Environmental impact",3533,3
28/08/2025 19:27,71,Mostly long trips (>50 km),Occasionally,Mostly rural or remote area driving (long distances/variable road conditions),No,Yes - Diesel,5.9,42.65,Yes,No,Public stations,"<$40,000","Brand reputation, Cost savings",3166,3
7/08/2025 9:01,95,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,Yes - Petrol,10.7,55.53,Yes,Yes,No preference,"<$40,000","Environmental impact, Charging convenience",3222,3
26/07/2025 2:43,35,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,Yes,Yes - Petrol,7.8,2.02,No,No,Home,"<$40,000","Brand reputation, Environmental impact",3055,3
24/07/2025 16:58,74,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,6.1,32.1,Yes,No,Home,"$60,000 -$80,000","Cost savings, Performance",3025,3
14/08/2025 23:27,230,Mostly long trips (>50 km),A few times a week,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Diesel,5.7,100.53,Yes,No,No preference,"$60,000 -$80,000","Cost savings, Tech features",3089,1
14/08/2025 12:43,86,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,No - I don't own a car,0,0,No,No,Home,">$80,000","Tech features, Charging convenience",3174,3
12/08/2025 13:47,19,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10.1,0,Yes,No,Public stations,"$60,000 -$80,000","Performance, Tech features",3946,3
31/07/2025 13:33,40,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,4.7,12.78,No,No,Work,"$40,000-$60,000","Cost savings, Environmental impact",3078,3
13/08/2025 9:13,71,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,10.9,65.74,No,No,Home,">$80,000","Environmental impact, Performance",3156,3
29/07/2025 15:51,212,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,9.1,114.33,No,No,Work,"$60,000 -$80,000","Performance, Brand reputation",3174,1
30/07/2025 1:09,528,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),No,Yes - Petrol,7.1,288.86,No,No,Public stations,"$60,000 -$80,000","Tech features, Performance",3500,2
9/08/2025 0:29,36,Mostly medium trips (10-50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,6,0,No,No,Home,"<$40,000","Environmental impact, Brand reputation",3002,3
4/08/2025 10:16,20,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,10.9,20.98,No,No,Work,">$80,000","Cost savings, Brand reputation",3034,3
11/08/2025 4:04,71,Mostly long trips (>50 km),Weekly,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Petrol,7.1,44.96,Yes,No,Home,"$60,000 -$80,000","Cost savings, Brand reputation",3531,3
20/08/2025 7:10,527,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Electric,0,122.48,No,No,Public stations,"$60,000 -$80,000","Environmental impact, Tech features",3766,0
27/07/2025 22:32,43,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,8.6,14.11,Yes,No,Home,"$60,000 -$80,000","Tech features, Performance",3237,3
23/08/2025 6:52,45,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,No - I don't own a car,0,15,No,No,Home,">$80,000","Cost savings, Tech features",3221,3
28/07/2025 17:39,213,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,8.3,123.62,No,No,Home,Not sure/ Just exploring,"Charging convenience, Environmental impact",3050,1
28/08/2025 8:59,65,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,9.6,64.75,Yes,No,Home,"$60,000 -$80,000","Brand reputation, Tech features",3094,3
16/08/2025 6:28,16,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Diesel,7.9,26.34,No,No,Home,Not sure/ Just exploring,"Environmental impact, Charging convenience",3786,3
28/08/2025 6:37,74,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,7.5,30.69,Yes,No,Home,"$40,000-$60,000","Brand reputation, Charging convenience",3941,3
2/08/2025 5:50,89,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Hybrid,2.9,38.92,Yes,No,Public stations,"$60,000 -$80,000","Cost savings, Tech features",3918,3
29/08/2025 6:09,89,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Diesel,7.7,55.23,Yes,No,Home,">$80,000","Performance, Brand reputation",3941,3
14/08/2025 15:03,40,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,Yes,No - I don't own a car,0,4,Yes,No,Home,Not sure/ Just exploring,"Tech features, Brand reputation",3945,3
9/08/2025 20:43,67,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,11,60.04,Yes,No,Work,"<$40,000","Performance, Charging convenience",3442,3
24/08/2025 14:09,210,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,8.7,135.96,Yes,Yes,Work,"$40,000-$60,000","Brand reputation, Performance",3987,1
31/07/2025 9:42,20,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,8.2,2.02,Yes,No,Work,"$60,000 -$80,000","Charging convenience, Brand reputation",3265,3
15/08/2025 11:33,15,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,8,5.92,Yes,No,Home,Not sure/ Just exploring,"Brand reputation, Environmental impact",3460,3
29/07/2025 12:25,529,Mostly long trips (>50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,8.4,305.8,No,Yes,Public stations,">$80,000","Environmental impact, Tech features",3810,2
11/08/2025 19:09,36,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,7.4,30.53,Yes,No,Work,"$60,000 -$80,000","Tech features, Environmental impact",3943,3
25/07/2025 11:40,18,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,8.3,17.86,Yes,Yes,Home,"$60,000 -$80,000","Environmental impact, Tech features",3566,3
1/08/2025 4:00,75,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Diesel,6.9,30.16,Yes,No,Public stations,Not sure/ Just exploring,"Charging convenience, Performance",3173,3
4/08/2025 3:47,206,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,7,86.73,Yes,Yes,Home,"$60,000 -$80,000","Environmental impact, Tech features",3634,1
2/08/2025 2:36,37,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,9.4,6.95,Yes,Yes,Public stations,"<$40,000","Brand reputation, Charging convenience",3171,3
23/07/2025 22:56,212,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,No - I don't own a car,0,8,No,No,Home,Not sure/ Just exploring,"Performance, Charging convenience",3585,1
10/08/2025 5:52,42,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,4.3,9.24,Yes,No,Public stations,Not sure/ Just exploring,"Environmental impact, Performance",3187,3
10/08/2025 2:51,78,Mostly long trips (>50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Hybrid,6.5,24.17,Yes,Yes,Public stations,Not sure/ Just exploring,"Tech features, Performance",3664,3
28/07/2025 1:37,527,Mostly long trips (>50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,6.4,250.29,Yes,No,Public stations,">$80,000","Cost savings, Environmental impact",3936,2
5/08/2025 14:04,25,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,8.4,9.4,No,No,Home,"$60,000 -$80,000","Charging convenience, Cost savings",3126,3
14/08/2025 2:35,44,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Electric,0,14.56,Yes,No,Work,"$40,000-$60,000","Performance, Brand reputation",3683,3
24/08/2025 11:18,39,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,No,Yes - Petrol,10.9,12.17,No,No,Home,"$60,000 -$80,000","Brand reputation, Environmental impact",3981,3
28/07/2025 13:17,18,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10,13.2,No,No,Public stations,"$60,000 -$80,000","Tech features, Performance",3225,3
22/08/2025 9:35,65,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Electric,0,0,Yes,No,No preference,">$80,000","Cost savings, Environmental impact",3730,3
5/08/2025 7:06,208,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,No - I don't own a car,0,6,Yes,No,Home,"$60,000 -$80,000","Performance, Charging convenience",3807,1
1/08/2025 18:42,35,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Hybrid,3.5,2.98,Yes,No,Work,"$60,000 -$80,000","Cost savings, Brand reputation",3283,3
5/08/2025 11:45,40,Mostly medium trips (10-50 km),Occasionally,A mix of city/suburban and highway driving,No,Yes - Petrol,7,40.53,No,No,Home,"<$40,000","Performance, Tech features",3107,3
27/07/2025 3:12,214,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,6.1,104.71,No,No,No preference,"<$40,000","Environmental impact, Brand reputation",3071,1
30/07/2025 22:30,87,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Hybrid,3.5,26.33,Yes,Yes,Public stations,"$60,000 -$80,000","Tech features, Brand reputation",3467,3
