,Suburb,Population,Dwellings,Income,Vehicles_per_Dwelling,Public_Chargers,EV_Count,Distance_km,ETA_min,Avg_Congestion,Charger_to_Pop_Ratio,EVs_per_Public_Charger,Cluster,Cluster_Label,Suburb_clean
284,southbank (east),19428,12383.0,1880.0,0.7,1.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,5.1472102120650604e-05,0.0,1,Moderate Priority Area,southbank (east)
285,southbank (west) south wharf,7866,16160.0,1867.0,1.3,1.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0001271294177472667,0.0,1,Moderate Priority Area,southbank (west) south wharf
286,south melbourne,12916,7475.0,2103.0,1.1,1.0,83.0,3.7434042553191493,7.307191489361703,455.3333333333333,7.74233508826262e-05,82.99917000829991,0,"Urban EV-Ready, Charger Shortage ⚡",south melbourne
287,south morang (north),13070,4056.0,2242.0,2.2,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",south morang (north)
288,south morang (south),12889,4446.0,1899.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",south morang (south)
289,south yarra (north),13633,8446.0,2042.0,0.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",south yarra (north)
290,south yarra (south),10558,6516.0,2001.0,1.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",south yarra (south)
291,south yarra (west),6946,4258.0,2259.0,1.1,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",south yarra (west)
292,springvale,24111,8136.0,1401.0,1.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",springvale
293,springvale south,13139,4073.0,1505.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",springvale south
294,st albans (north),21002,8119.0,1183.0,1.6,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",st albans (north)
295,st albans (south),17764,6333.0,1232.0,1.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",st albans (south)
296,st kilda (central),13725,8598.0,1788.0,1.0,1.0,3.0,3.7434042553191493,7.307191489361703,455.3333333333333,7.285974499089253e-05,2.9999700002999967,1,Moderate Priority Area,st kilda (central)
297,st kilda east,17332,16160.0,1867.0,1.3,1.0,3.0,3.7434042553191493,7.307191489361703,455.3333333333333,5.7696745903531043e-05,2.9999700002999967,1,Moderate Priority Area,st kilda east
298,st kilda (west),16059,9555.0,1849.0,1.0,1.0,3.0,3.7434042553191493,7.307191489361703,455.3333333333333,6.227037798119434e-05,2.9999700002999967,1,Moderate Priority Area,st kilda (west)
299,strathmore,10457,3786.0,2440.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",strathmore
300,sunbury,14810,26751.0,1812.0,2.0,1.0,1.0,0.87,3.3314285714285714,455.3333333333333,6.75219446320054e-05,0.9999900000999989,1,Moderate Priority Area,sunbury
301,sunbury (south),16819,6026.0,1935.0,1.8,1.0,1.0,0.87,3.3314285714285714,455.3333333333333,5.94565669778227e-05,0.9999900000999989,1,Moderate Priority Area,sunbury (south)
302,sunbury (west),11404,4296.0,1987.0,2.2,1.0,1.0,0.87,3.3314285714285714,455.3333333333333,8.768853034023149e-05,0.9999900000999989,1,Moderate Priority Area,sunbury (west)
303,sunshine,10104,177206.0,1574.0,2.0,1.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,9.897070467141726e-05,0.0,1,Moderate Priority Area,sunshine
304,sunshine north,12503,4390.0,1399.0,1.8,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",sunshine north
305,sunshine west,18790,7046.0,1416.0,1.8,1.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,5.321979776476849e-05,0.0,1,Moderate Priority Area,sunshine west
306,surrey hills (east) mont albert,10765,16160.0,1867.0,1.3,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",surrey hills (east) mont albert
307,surrey hills (west) canterbury,16231,16160.0,1867.0,1.3,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",surrey hills (west) canterbury
308,sydenham,11972,26554.0,2107.0,2.2,1.0,19.0,3.7434042553191493,7.307191489361703,455.3333333333333,8.35282325425994e-05,18.99981000189998,1,Moderate Priority Area,sydenham
309,tarneit (central),29462,8349.0,2164.0,2.0,2.0,164.0,3.7434042553191493,7.307191489361703,455.3333333333333,6.788405403570701e-05,81.99959000204998,0,"Urban EV-Ready, Charger Shortage ⚡",tarneit (central)
310,tarneit (north),13485,2215.0,2198.0,1.9,2.0,164.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.00014831294030404152,81.99959000204998,0,"Urban EV-Ready, Charger Shortage ⚡",tarneit (north)
311,tarneit (south),11708,3503.0,1885.0,1.9,2.0,164.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.00017082336863682952,81.99959000204998,0,"Urban EV-Ready, Charger Shortage ⚡",tarneit (south)
312,tarneit (west) mount cottrell,17173,16160.0,1867.0,1.3,2.0,164.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.000116461887847202,81.99959000204998,0,"Urban EV-Ready, Charger Shortage ⚡",tarneit (west) mount cottrell
313,taylors hill,19856,16160.0,1867.0,1.3,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",taylors hill
314,taylors lakes,16999,5915.0,2167.0,2.4,1.0,9.0,3.7434042553191493,7.307191489361703,455.3333333333333,5.882698982293076e-05,8.999910000899991,1,Moderate Priority Area,taylors lakes
315,templestowe,17467,6310.0,2163.0,2.1,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",templestowe
316,templestowe lower,14612,5504.0,1919.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",templestowe lower
317,the basin,4345,1629.0,2049.0,2.2,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",the basin
318,thomastown,20538,30354.0,1516.0,1.8,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",thomastown
319,thornbury,19982,9055.0,1978.0,1.4,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",thornbury
320,toorak,13504,7257.0,2538.0,1.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",toorak
321,truganina (north),14287,2646.0,2307.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",truganina (north)
322,truganina (south east),10689,3045.0,2337.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",truganina (south east)
323,truganina (south west),20356,5666.0,1947.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",truganina (south west)
324,tullamarine,6710,68264.0,1658.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",tullamarine
325,upwey tecoma,9862,3776.0,2148.0,2.1,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",upwey tecoma
326,vermont,11353,4086.0,2042.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",vermont
327,vermont south,12275,4443.0,1944.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",vermont south
328,viewbank yallambie,19009,7337.0,2025.0,1.8,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",viewbank yallambie
329,wallan,28415,5217.0,1917.0,2.2,1.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,3.5192679922576104e-05,0.0,1,Moderate Priority Area,wallan
330,wandin seville,7999,2876.0,2066.0,2.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",wandin seville
331,wantirna,14631,5320.0,1883.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",wantirna
332,wantirna south,18388,6927.0,1821.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",wantirna south
333,warrandyte wonga park,10238,6026.0,1935.0,1.8,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",warrandyte wonga park
334,watsonia,9518,3818.0,1961.0,1.8,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",watsonia
335,wattle glen diamond creek,14803,5012.0,2496.0,2.4,4.0,2.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0002702154968587449,0.49999875000312505,1,Moderate Priority Area,wattle glen diamond creek
336,wattle glen diamond creek,14803,5012.0,2496.0,2.4,4.0,2.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0002702154968587449,0.49999875000312505,1,Moderate Priority Area,wattle glen diamond creek
337,werribee (east),19124,7727.0,1374.0,1.7,3.0,220.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0001568709475005229,73.3330888897037,0,"Urban EV-Ready, Charger Shortage ⚡",werribee (east)
338,werribee (south),17937,6876.0,1802.0,1.8,3.0,220.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.00016725204883759825,73.3330888897037,0,"Urban EV-Ready, Charger Shortage ⚡",werribee (south)
339,werribee (west),30552,8439.0,1995.0,1.9,3.0,220.0,3.7434042553191493,7.307191489361703,455.3333333333333,9.819324430479184e-05,73.3330888897037,0,"Urban EV-Ready, Charger Shortage ⚡",werribee (west)
340,west footscray tottenham,12953,5372.0,1988.0,1.4,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",west footscray tottenham
342,west melbourne (residential),9301,4782.0,1784.0,0.8,4.0,83.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0004300612837329319,20.749948125129688,0,Moderate Priority Area,west melbourne (residential)
343,wheelers hill,21285,7945.0,1818.0,2.0,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",wheelers hill
344,whittlesea,15811,82933.0,1768.0,1.9,1.0,0.0,2.5166666666666666,3.145555555555555,455.3333333333333,6.324710644488014e-05,0.0,1,Moderate Priority Area,whittlesea
345,williamstown,16920,32366.0,2315.0,1.6,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",williamstown
346,wollert,33578,7989.0,1979.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",wollert
347,wyndham vale (north),13138,3225.0,1862.0,1.7,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",wyndham vale (north)
348,wyndham vale (south),14163,4699.0,1766.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",wyndham vale (south)
349,yarra valley,17059,148.0,900.0,1.9,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",yarra valley
350,yarraville,16243,6768.0,2483.0,1.5,0.0,0.0,3.7434042553191493,7.307191489361703,455.3333333333333,0.0,0.0,1,"Low EV Adoption, Growth Potential 🌱",yarraville
